"UK3CB_BAF_6Rnd_30mm_L21A1_APDS","30mm APDS"
"UK3CB_I_UH1H_UN","UH-1H Huey (Unarmed)"
"UK3CB_B_G_UH1H_FIA","UH-1H Huey (Unarmed)"
"UK3CB_I_G_UH1H_FIA","UH-1H Huey (Unarmed)"
"UK3CB_O_G_UH1H_FIA","UH-1H Huey (Unarmed)"
"uk3cb_enable_randomisation","Enable randomisation"
"UK3CB_UH1H_MED_Base","UH-1H Huey (Medevac)"
"OpenRdoorOut","Open Right Door"
"CloseRdoorOut","Close Right Door"
"OpenLdoorOut","Open Left Door"
"CloseLdoorOut","Close Left Door"
"uk3cb_enable_randomisation","Enable randomisation"
"UK3CB_UH1H_MED","UH-1H Huey (Medevac)"
"ANA","Afghan National Army"
"BLACK","Black"
"GREY","Grey"
"IAF","Iraqi"
"OLIVE","Olive"
"TKA","Takistan National Airforce"
"US_MED","US Medevac"
"UK3CB_B_UH1H_MED_ANA","UH-1H Huey (Medevac)"
"UK3CB_B_UH1H_MED_US","UH-1H Huey (Medevac)"
"UK3CB_B_UH1H_MED_IAF","UH-1H Huey (Medevac)"
"UK3CB_B_UH1H_MED_TKA","UH-1H Huey (Medevac)"
"UK3CB_I_UH1H_MED_TKA","UH-1H Huey (Medevac)"
"UK3CB_O_UH1H_MED_TKA","UH-1H Huey (Medevac)"
"UK3CB_B_UH1H_MED_UN","UH-1H Huey (Medevac)"
"UK3CB_I_UH1H_MED_UN","UH-1H Huey (Medevac)"
"UK3CB_B_G_UH1H_MED_FIA","UH-1H Huey (Medevac)"
"UK3CB_I_G_UH1H_MED_FIA","UH-1H Huey (Medevac)"
"UK3CB_O_G_UH1H_MED_FIA","UH-1H Huey (Medevac)"
"UK3CB_UH1H_Wreck_F","UH-1H Huey Wreck"
"UK3CB_UH60M_Base","UH-60M (Armed)"
"uk3cb_enable_randomisation","Enable randomisation"
"uk3cb_enable_randomisation","Enable randomisation"
"UK3CB_UH60M","UH-60M (Armed)"
"ANA","Afghan National Airforce"
"US","US"
"UK3CB_B_UH60M_ANA","UH-60M (Armed)"
"UK3CB_B_UH60M_US","UH-60M (Armed)"
"UK3CB_UH60M2_Base","UH-60M (Unarmed)"
"uk3cb_enable_randomisation","Enable randomisation"
"uk3cb_enable_randomisation","Enable randomisation"
"UK3CB_UH60M2","UH-60M (Unarmed)"
"ANA","Afghan National Airforce"
"US","US"
"UK3CB_B_UH60M2_ANA","UH-60M (Unarmed)"
"UK3CB_B_UH60M2_US","UH-60M (Unarmed)"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"SOV","Soviet"
"uk3cb_enable_randomisation","Enable randomisation"
"ANA","Afghan National Army"
"ANA_D","Afghan National Army - Desert"
"Camo1","Insurgent Camouflage"
"Camo2","Tribal Fighter Camouflage"
"Camo3","Pro-West Militia Camouflage"
"TKA","Takistan National Army"
"uk3cb_enable_randomisation","Enable randomisation"
"ANA","Afghan National Army"
"ANA_D","Afghan National Army - Desert"
"TKA","Takistan National Army"
"uk3cb_enable_randomisation","Enable randomisation"
"ANA","Afghan National Army"
"ANA_D","Afghan National Army - Desert"
"TKA","Takistan National Army"
"uk3cb_enable_randomisation","Enable randomisation"
"ANA","Afghan National Army"
"ANA_D","Afghan National Army - Desert"
"TKA","Takistan National Army"
"uk3cb_enable_randomisation","Enable randomisation"
"CW_US_W","Cold War US - Woodland"
"UK3CB_BAF_Box_Section_Supplies_Light","[BAF] Section Supplies (Light)"
"UK3CB_BAF_Box_Section_Supplies","[BAF] Section Supplies"
"UK3CB_BAF_Box_Medical_Supplies","[BAF] Medical Supplies"
"UK3CB_BAF_Box_EOD_Demolitions","[BAF] EOD/Demolitions"
"UK3CB_BAF_Box_Night_Gear","[BAF] Night Gear"
"UK3CB_BAF_Units_Loadout","BAF Unit Configuration"
"uk3cb_baf_units_enable_on_spawn","Customization on spawn"
"uk3cb_baf_units_enable_on_respawn","Customization on re-spawn"
"uk3cb_baf_units_enable_randomisation","Unit randomisation"
"uk3cb_baf_units_enable_loadouts","Unit load-outs"
"uk3cb_baf_units_loadout_quantity","Loadout quantity (%)"
"uk3cb_baf_units_addcTab","Add cTab"
"uk3cb_baf_units_addPlates","Add plates"
"uk3cb_baf_units_reducedMedicalSupplies","Limited ACE medical supplies"
"uk3cb_baf_units_remove_night_equipment","Remove night-time equipment"
"uk3cb_baf_units_removeNVG","Remove HMNVS"
"uk3cb_baf_units_removeGPS","Remove GPS"
"uk3cb_baf_units_removeFrags","Remove Frags"
"uk3cb_baf_units_replaceScopes","Replace Magnified Scopes"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_BAF_Medic_DDPM_RM","Combat Medic"
"UK3CB_BAF_Medic_DDPM_BPT_RM","BPT Combat Medic"
"UK3CB_BAF_Medic_DDPM_REC","Recce Combat Medic"
"UK3CB_BAF_Engineer_DDPM_RM","Engineer"
"UK3CB_BAF_Explosive_DDPM_RM","Explosive Specialist"
"UK3CB_BAF_Explosive_DDPM_BPT_RM","BPT Explosive Specialist"
"UK3CB_BAF_Explosive_DDPM_REC","Recce Explosive Specialist"
"UK3CB_BAF_FAC_DDPM_RM","FAC"
"UK3CB_BAF_FAC_DDPM_BPT_RM","BPT FAC"
"UK3CB_BAF_FAC_DDPM_REC","Recce FAC"
"UK3CB_BAF_FT_DDPM_RM","Fire Team Leader"
"UK3CB_BAF_FT_762_DDPM_RM","Fire Team Leader 7.62 belt"
"UK3CB_BAF_Grenadier_DDPM_RM","Grenadier"
"UK3CB_BAF_Grenadier_762_DDPM_RM","Grenadier 7.62 belt"
"UK3CB_BAF_GunnerM6_DDPM_RM","Gunner Mortar 60mm"
"UK3CB_BAF_GunnerStatic_DDPM_RM","Gunner Static Weapon"
"UK3CB_BAF_LSW_DDPM_RM","LSW"
"UK3CB_BAF_Marksman_DDPM_RM","Marksman"
"UK3CB_BAF_Marksman_DDPM_BPT_RM","BPT Marksman"
"UK3CB_BAF_Marksman_DDPM_REC","Recce Marksman"
"UK3CB_BAF_MGLMG_DDPM_RM","MG Minimi"
"UK3CB_BAF_MGLMG_DDPM_BPT_RM","BPT MG Minimi"
"UK3CB_BAF_MGLMG_DDPM_REC","Recce MG Minimi"
"UK3CB_BAF_MGGPMG_DDPM_RM","MG GPMG"
"UK3CB_BAF_MFC_DDPM_RM","Mortar Fire Controller"
"UK3CB_BAF_Officer_DDPM_RM","Officer"
"UK3CB_BAF_Pointman_DDPM_RM","Point Man"
"UK3CB_BAF_Pointman_DDPM_BPT_RM","BPT Point Man"
"UK3CB_BAF_Pointman_DDPM_REC","Recce Point Man"
"UK3CB_BAF_RO_DDPM_RM","Radio Operator"
"UK3CB_BAF_Recruit_DDPM_RM","Recruit"
"UK3CB_BAF_Repair_DDPM_RM","Repair Specialist"
"UK3CB_BAF_Rifleman_DDPM_RM","Rifleman"
"UK3CB_BAF_Rifleman_762_DDPM_RM","Asst. GPMG No2"
"UK3CB_BAF_LAT_DDPM_RM","Rifleman AT NLAW"
"UK3CB_BAF_LAT_762_DDPM_RM","Rifleman AT NLAW 7.62 belt"
"UK3CB_BAF_LAT_ILAW_DDPM_RM","Rifleman AT ILAW"
"UK3CB_BAF_LAT_ILAW_762_DDPM_RM","Rifleman AT ILAW 7.62 belt"
"UK3CB_BAF_MAT_DDPM_RM","Rifleman AT Javelin"
"UK3CB_BAF_MATC_DDPM_RM","Asst. AT Javelin"
"UK3CB_BAF_Sharpshooter_DDPM_RM","Sharpshooter"
"UK3CB_BAF_SC_DDPM_RM","Section Commander"
"UK3CB_BAF_SC_DDPM_BPT_RM","BPT Team Leader"
"UK3CB_BAF_SC_DDPM_REC","Recce Team Leader"
"UK3CB_BAF_Crewman_DDPM_RM","Crewman"
"UK3CB_BAF_Crewman_RTR_DDPM","Crewman RTR"
"UK3CB_BAF_HeliPilot_RN_DDPM","Helicopter Pilot"
"UK3CB_BAF_HeliCrew_DDPM_RM","Helicopter Crew"
"UK3CB_BAF_HeliMedic_DDPM_RM","Helicopter Medic"
"UK3CB_BAF_Sniper_DDPM_Ghillie_L115_RM","Sniper L115"
"UK3CB_BAF_Sniper_DDPM_Ghillie_L135_RM","Sniper L135A1"
"UK3CB_BAF_Spotter_DDPM_Ghillie_L129_RM","Spotter L129"
"UK3CB_BAF_Spotter_DDPM_Ghillie_L85_RM","Spotter L85"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_BAF_Medic_MTP_RM_H","Combat Medic (Overnight)"
"UK3CB_BAF_Medic_MTP_BPT_RM_H","BPT Combat Medic (Overnight)"
"UK3CB_BAF_Medic_MTP_REC_H","Recce Combat Medic (Overnight)"
"UK3CB_BAF_Engineer_MTP_RM_H","Engineer (Overnight)"
"UK3CB_BAF_Explosive_MTP_RM_H","Explosive Specialist (Overnight)"
"UK3CB_BAF_Explosive_MTP_BPT_RM_H","BPT Explosive Specialist (Overnight)"
"UK3CB_BAF_Explosive_MTP_REC_H","Recce Explosive Specialist (Overnight)"
"UK3CB_BAF_FAC_MTP_RM_H","FAC (Overnight)"
"UK3CB_BAF_FAC_MTP_BPT_RM_H","BPT FAC (Overnight)"
"UK3CB_BAF_FAC_MTP_REC_H","Recce FAC (Overnight)"
"UK3CB_BAF_FT_MTP_RM_H","Fire Team Leader (Overnight)"
"UK3CB_BAF_FT_762_MTP_RM_H","Fire Team Leader 7.62 belt (Overnight)"
"UK3CB_BAF_Grenadier_MTP_RM_H","Grenadier (Overnight)"
"UK3CB_BAF_Grenadier_762_MTP_RM_H","Grenadier 7.62 belt (Overnight)"
"UK3CB_BAF_GunnerM6_MTP_RM_H","Gunner Mortar 60mm (Overnight)"
"UK3CB_BAF_GunnerStatic_MTP_RM_H","Gunner Static Weapon (Overnight)"
"UK3CB_BAF_LSW_MTP_RM_H","LSW (Overnight)"
"UK3CB_BAF_Marksman_MTP_RM_H","Marksman (Overnight)"
"UK3CB_BAF_Marksman_MTP_BPT_RM_H","BPT Marksman (Overnight)"
"UK3CB_BAF_Marksman_MTP_REC_H","Recce Marksman (Overnight)"
"UK3CB_BAF_MGLMG_MTP_RM_H","MG Minimi (Overnight)"
"UK3CB_BAF_MGLMG_MTP_BPT_RM_H","BPT MG Minimi (Overnight)"
"UK3CB_BAF_MGLMG_MTP_REC_H","Recce MG Minimi (Overnight)"
"UK3CB_BAF_MGGPMG_MTP_RM_H","MG GPMG (Overnight)"
"UK3CB_BAF_MFC_MTP_RM_H","Mortar Fire Controller (Overnight)"
"UK3CB_BAF_Officer_MTP_RM_H","Officer (Overnight)"
"UK3CB_BAF_Pointman_MTP_RM_H","Point Man (Overnight)"
"UK3CB_BAF_Pointman_MTP_BPT_RM_H","BPT Point Man (Overnight)"
"UK3CB_BAF_Pointman_MTP_REC_H","Recce Point Man (Overnight)"
"UK3CB_BAF_RO_MTP_RM_H","Radio Operator (Overnight)"
"UK3CB_BAF_Recruit_MTP_RM_H","Recruit (Overnight)"
"UK3CB_BAF_Repair_MTP_RM_H","Repair Specialist (Overnight)"
"UK3CB_BAF_Rifleman_MTP_RM_H","Rifleman (Overnight)"
"UK3CB_BAF_Rifleman_762_MTP_RM_H","Asst. GPMG No2 (Overnight)"
"UK3CB_BAF_LAT_MTP_RM_H","Rifleman AT NLAW (Overnight)"
"UK3CB_BAF_LAT_762_MTP_RM_H","Rifleman AT NLAW 7.62 belt (Overnight)"
"UK3CB_BAF_LAT_ILAW_MTP_RM_H","Rifleman AT ILAW (Overnight)"
"UK3CB_BAF_LAT_ILAW_762_MTP_RM_H","Rifleman AT ILAW 7.62 belt (Overnight)"
"UK3CB_BAF_MAT_MTP_RM_H","Rifleman AT Javelin (Overnight)"
"UK3CB_BAF_MATC_MTP_RM_H","Asst. AT Javelin (Overnight)"
"UK3CB_BAF_Sharpshooter_MTP_RM_H","Sharpshooter (Overnight)"
"UK3CB_BAF_SC_MTP_RM_H","Section Commander (Overnight)"
"UK3CB_BAF_SC_MTP_BPT_RM_H","BPT Team Leader (Overnight)"
"UK3CB_BAF_SC_MTP_REC_H","Recce Team Leader (Overnight)"
"UK3CB_BAF_Medic_MTP_RM","Combat Medic (Day Patrol)"
"UK3CB_BAF_Medic_MTP_BPT_RM","BPT Combat Medic (Day Patrol)"
"UK3CB_BAF_Medic_MTP_REC","Recce Combat Medic (Day Patrol)"
"UK3CB_BAF_Engineer_MTP_RM","Engineer (Day Patrol)"
"UK3CB_BAF_Explosive_MTP_RM","Explosive Specialist (Day Patrol)"
"UK3CB_BAF_Explosive_MTP_BPT_RM","BPT Explosive Specialist (Day Patrol)"
"UK3CB_BAF_Explosive_MTP_REC","Recce Explosive Specialist (Day Patrol)"
"UK3CB_BAF_FAC_MTP_RM","FAC (Day Patrol)"
"UK3CB_BAF_FAC_MTP_BPT_RM","BPT FAC (Day Patrol)"
"UK3CB_BAF_FAC_MTP_REC","Recce FAC (Day Patrol)"
"UK3CB_BAF_FT_MTP_RM","Fire Team Leader (Day Patrol)"
"UK3CB_BAF_FT_762_MTP_RM","Fire Team Leader 7.62 belt (Day Patrol)"
"UK3CB_BAF_Grenadier_MTP_RM","Grenadier (Day Patrol)"
"UK3CB_BAF_Grenadier_762_MTP_RM","Grenadier 7.62 belt (Day Patrol)"
"UK3CB_BAF_GunnerM6_MTP_RM","Gunner Mortar 60mm (Day Patrol)"
"UK3CB_BAF_GunnerStatic_MTP_RM","Gunner Static Weapon (Day Patrol)"
"UK3CB_BAF_LSW_MTP_RM","LSW (Day Patrol)"
"UK3CB_BAF_Marksman_MTP_RM","Marksman (Day Patrol)"
"UK3CB_BAF_Marksman_MTP_BPT_RM","BPT Marksman (Day Patrol)"
"UK3CB_BAF_Marksman_MTP_REC","Recce Marksman (Day Patrol)"
"UK3CB_BAF_MGLMG_MTP_RM","MG Minimi (Day Patrol)"
"UK3CB_BAF_MGLMG_MTP_BPT_RM","BPT MG Minimi (Day Patrol)"
"UK3CB_BAF_MGLMG_MTP_REC","Recce MG Minimi (Day Patrol)"
"UK3CB_BAF_MGGPMG_MTP_RM","MG GPMG (Day Patrol)"
"UK3CB_BAF_MFC_MTP_RM","Mortar Fire Controller (Day Patrol)"
"UK3CB_BAF_Officer_MTP_RM","Officer (Day Patrol)"
"UK3CB_BAF_Pointman_MTP_RM","Point Man (Day Patrol)"
"UK3CB_BAF_Pointman_MTP_BPT_RM","BPT Point Man (Day Patrol)"
"UK3CB_BAF_Pointman_MTP_REC","Recce Point Man (Day Patrol)"
"UK3CB_BAF_RO_MTP_RM","Radio Operator (Day Patrol)"
"UK3CB_BAF_Recruit_MTP_RM","Recruit (Day Patrol)"
"UK3CB_BAF_Repair_MTP_RM","Repair Specialist (Day Patrol)"
"UK3CB_BAF_Rifleman_MTP_RM","Rifleman (Day Patrol)"
"UK3CB_BAF_Rifleman_762_MTP_RM","Asst. GPMG No2 (Day Patrol)"
"UK3CB_BAF_LAT_MTP_RM","Rifleman AT NLAW (Day Patrol)"
"UK3CB_BAF_LAT_762_MTP_RM","Rifleman AT NLAW 7.62 belt (Day Patrol)"
"UK3CB_BAF_LAT_ILAW_MTP_RM","Rifleman AT ILAW (Day Patrol)"
"UK3CB_BAF_LAT_ILAW_762_MTP_RM","Rifleman AT ILAW 7.62 belt (Day Patrol)"
"UK3CB_BAF_MAT_MTP_RM","Rifleman AT Javelin (Day Patrol)"
"UK3CB_BAF_MATC_MTP_RM","Asst. AT Javelin (Day Patrol)"
"UK3CB_BAF_Sharpshooter_MTP_RM","Sharpshooter (Day Patrol)"
"UK3CB_BAF_SC_MTP_RM","Section Commander (Day Patrol)"
"UK3CB_BAF_SC_MTP_BPT_RM","BPT Team Leader (Day Patrol)"
"UK3CB_BAF_SC_MTP_REC","Recce Team Leader (Day Patrol)"
"UK3CB_BAF_UAV_MTP","UAV Operator"
"UK3CB_BAF_Crewman_MTP_RM","Crewman"
"UK3CB_BAF_Crewman_RTR_MTP","Crewman RTR"
"UK3CB_BAF_HeliPilot_RN_MTP","Helicopter Pilot"
"UK3CB_BAF_HeliCrew_MTP_RM","Helicopter Crew"
"UK3CB_BAF_HeliMedic_MTP_RM","Helicopter Medic"
"UK3CB_BAF_Sniper_MTP_Ghillie_L115_RM","Sniper L115"
"UK3CB_BAF_Sniper_MTP_Ghillie_L135_RM","Sniper L135A1"
"UK3CB_BAF_Spotter_MTP_Ghillie_L129_RM","Spotter L129"
"UK3CB_BAF_Spotter_MTP_Ghillie_L85_RM","Spotter L85"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_BAF_Medic_DPMT_RM","Combat Medic"
"UK3CB_BAF_Medic_DPMT_BPT_RM","BPT Combat Medic"
"UK3CB_BAF_Medic_DPMT_REC","Recce Combat Medic"
"UK3CB_BAF_Engineer_DPMT_RM","Engineer"
"UK3CB_BAF_Explosive_DPMT_RM","Explosive Specialist"
"UK3CB_BAF_Explosive_DPMT_BPT_RM","BPT Explosive Specialist"
"UK3CB_BAF_Explosive_DPMT_REC","Recce Explosive Specialist"
"UK3CB_BAF_FAC_DPMT_RM","FAC"
"UK3CB_BAF_FAC_DPMT_BPT_RM","BPT FAC"
"UK3CB_BAF_FAC_DPMT_REC","Recce FAC"
"UK3CB_BAF_FT_DPMT_RM","Fire Team Leader"
"UK3CB_BAF_FT_762_DPMT_RM","Fire Team Leader 7.62 belt"
"UK3CB_BAF_Grenadier_DPMT_RM","Grenadier"
"UK3CB_BAF_Grenadier_762_DPMT_RM","Grenadier 7.62 belt"
"UK3CB_BAF_GunnerM6_DPMT_RM","Gunner Mortar 60mm"
"UK3CB_BAF_GunnerStatic_DPMT_RM","Gunner Static Weapon"
"UK3CB_BAF_LSW_DPMT_RM","LSW"
"UK3CB_BAF_Marksman_DPMT_RM","Marksman"
"UK3CB_BAF_Marksman_DPMT_BPT_RM","BPT Marksman"
"UK3CB_BAF_Marksman_DPMT_REC","Recce Marksman"
"UK3CB_BAF_MGLMG_DPMT_RM","MG Minimi"
"UK3CB_BAF_MGLMG_DPMT_BPT_RM","BPT MG Minimi"
"UK3CB_BAF_MGLMG_DPMT_REC","Recce MG Minimi"
"UK3CB_BAF_MGGPMG_DPMT_RM","MG GPMG"
"UK3CB_BAF_MFC_DPMT_RM","Mortar Fire Controller"
"UK3CB_BAF_Officer_DPMT_RM","Officer"
"UK3CB_BAF_Pointman_DPMT_RM","Point Man"
"UK3CB_BAF_Pointman_DPMT_BPT_RM","BPT Point Man"
"UK3CB_BAF_Pointman_DPMT_REC","Recce Point Man"
"UK3CB_BAF_RO_DPMT_RM","Radio Operator"
"UK3CB_BAF_Recruit_DPMT_RM","Recruit"
"UK3CB_BAF_Repair_DPMT_RM","Repair Specialist"
"UK3CB_BAF_Rifleman_DPMT_RM","Rifleman"
"UK3CB_BAF_Rifleman_762_DPMT_RM","Asst. GPMG No2"
"UK3CB_BAF_LAT_DPMT_RM","Rifleman AT NLAW"
"UK3CB_BAF_LAT_762_DPMT_RM","Rifleman AT NLAW 7.62 belt"
"UK3CB_BAF_LAT_ILAW_DPMT_RM","Rifleman AT ILAW"
"UK3CB_BAF_LAT_ILAW_762_DPMT_RM","Rifleman AT ILAW 7.62 belt"
"UK3CB_BAF_MAT_DPMT_RM","Rifleman AT Javelin"
"UK3CB_BAF_MATC_DPMT_RM","Asst. AT Javelin"
"UK3CB_BAF_Sharpshooter_DPMT_RM","Sharpshooter"
"UK3CB_BAF_SC_DPMT_RM","Section Commander"
"UK3CB_BAF_SC_DPMT_BPT_RM","BPT Team Leader"
"UK3CB_BAF_SC_DPMT_REC","Recce Team Leader"
"UK3CB_BAF_Crewman_DPMT_RM","Crewman"
"UK3CB_BAF_Crewman_RTR_DPMT","Crewman RTR"
"UK3CB_BAF_HeliPilot_RN_DPMT","Helicopter Pilot"
"UK3CB_BAF_HeliCrew_DPMT_RM","Helicopter Crew"
"UK3CB_BAF_HeliMedic_DPMT_RM","Helicopter Medic"
"UK3CB_BAF_Sniper_DPMT_Ghillie_L115_RM","Sniper L115"
"UK3CB_BAF_Sniper_DPMT_Ghillie_L135_RM","Sniper L135A1"
"UK3CB_BAF_Spotter_DPMT_Ghillie_L129_RM","Spotter L129"
"UK3CB_BAF_Spotter_DPMT_Ghillie_L85_RM","Spotter L85"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_BAF_Medic_Tropical_RM","Combat Medic"
"UK3CB_BAF_Medic_Tropical_BPT_RM","BPT Combat Medic"
"UK3CB_BAF_Medic_Tropical_REC","Recce Combat Medic"
"UK3CB_BAF_Engineer_Tropical_RM","Engineer"
"UK3CB_BAF_Explosive_Tropical_RM","Explosive Specialist"
"UK3CB_BAF_Explosive_Tropical_BPT_RM","BPT Explosive Specialist"
"UK3CB_BAF_Explosive_Tropical_REC","Recce Explosive Specialist"
"UK3CB_BAF_FAC_Tropical_RM","FAC"
"UK3CB_BAF_FAC_Tropical_BPT_RM","BPT FAC"
"UK3CB_BAF_FAC_Tropical_REC","Recce FAC"
"UK3CB_BAF_FT_Tropical_RM","Fire Team Leader"
"UK3CB_BAF_FT_762_Tropical_RM","Fire Team Leader 7.62 belt"
"UK3CB_BAF_Grenadier_Tropical_RM","Grenadier"
"UK3CB_BAF_Grenadier_762_Tropical_RM","Grenadier 7.62 belt"
"UK3CB_BAF_GunnerM6_Tropical_RM","Gunner Mortar 60mm"
"UK3CB_BAF_GunnerStatic_Tropical_RM","Gunner Static Weapon"
"UK3CB_BAF_LSW_Tropical_RM","LSW"
"UK3CB_BAF_Marksman_Tropical_RM","Marksman"
"UK3CB_BAF_Marksman_Tropical_BPT_RM","BPT Marksman"
"UK3CB_BAF_Marksman_Tropical_REC","Recce Marksman"
"UK3CB_BAF_MGLMG_Tropical_RM","MG Minimi"
"UK3CB_BAF_MGLMG_Tropical_BPT_RM","BPT MG Minimi"
"UK3CB_BAF_MGLMG_Tropical_REC","Recce MG Minimi"
"UK3CB_BAF_MGGPMG_Tropical_RM","MG GPMG"
"UK3CB_BAF_MFC_Tropical_RM","Mortar Fire Controller"
"UK3CB_BAF_Officer_Tropical_RM","Officer"
"UK3CB_BAF_Pointman_Tropical_RM","Point Man"
"UK3CB_BAF_Pointman_Tropical_BPT_RM","BPT Point Man"
"UK3CB_BAF_Pointman_Tropical_REC","Recce Point Man"
"UK3CB_BAF_RO_Tropical_RM","Radio Operator"
"UK3CB_BAF_Recruit_Tropical_RM","Recruit"
"UK3CB_BAF_Repair_Tropical_RM","Repair Specialist"
"UK3CB_BAF_Rifleman_Tropical_RM","Rifleman"
"UK3CB_BAF_Rifleman_762_Tropical_RM","Asst. GPMG No2"
"UK3CB_BAF_LAT_Tropical_RM","Rifleman AT NLAW"
"UK3CB_BAF_LAT_762_Tropical_RM","Rifleman AT NLAW 7.62 belt"
"UK3CB_BAF_LAT_ILAW_Tropical_RM","Rifleman AT ILAW"
"UK3CB_BAF_LAT_ILAW_762_Tropical_RM","Rifleman AT ILAW 7.62 belt"
"UK3CB_BAF_MAT_Tropical_RM","Rifleman AT Javelin"
"UK3CB_BAF_MATC_Tropical_RM","Asst. AT Javelin"
"UK3CB_BAF_Sharpshooter_Tropical_RM","Sharpshooter"
"UK3CB_BAF_SC_Tropical_RM","Section Commander"
"UK3CB_BAF_SC_Tropical_BPT_RM","BPT Team Leader"
"UK3CB_BAF_SC_Tropical_REC","Recce Team Leader"
"UK3CB_BAF_Crewman_Tropical_RM","Crewman"
"UK3CB_BAF_Crewman_RTR_Tropical","Crewman RTR"
"UK3CB_BAF_HeliPilot_RN_Tropical","Helicopter Pilot"
"UK3CB_BAF_HeliCrew_Tropical_RM","Helicopter Crew"
"UK3CB_BAF_HeliMedic_Tropical_RM","Helicopter Medic"
"UK3CB_BAF_Sniper_Tropical_Ghillie_L115_RM","Sniper L115"
"UK3CB_BAF_Sniper_Tropical_Ghillie_L135_RM","Sniper L135A1"
"UK3CB_BAF_Spotter_Tropical_Ghillie_L129_RM","Spotter L129"
"UK3CB_BAF_Spotter_Tropical_Ghillie_L85_RM","Spotter L85"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_BAF_Medic_DPMW_RM","Combat Medic"
